agent_id_hash,activity_date,country_code,scheduled_minutes,available_minutes,handled_contacts,updated_at
agent_39fa9ec190ee,2026-02-25,AT,480,414,19,2026-02-25T00:00:00
agent_b17ef6d19c7a,2026-02-26,DE,240,198,8,2026-02-26T00:00:00
agent_7688b6ef5255,2026-02-26,DE,240,178,8,2026-02-26T00:00:00
agent_eb1e33e8a81b,2026-02-26,DE,480,422,17,2026-02-26T00:00:00
agent_25fc0e7096fc,2026-02-26,DE,420,389,14,2026-02-26T00:00:00
agent_785f3ec7eb32,2026-02-26,DE,240,168,7,2026-02-26T00:00:00
agent_624b60c58c9d,2026-02-26,DE,480,434,18,2026-02-26T00:00:00
agent_19581e27de7c,2026-02-26,DE,240,213,7,2026-02-26T00:00:00
agent_73475cb40a56,2026-02-26,DE,480,445,22,2026-02-26T00:00:00
agent_3fdba35f04dc,2026-02-26,DE,480,428,20,2026-02-26T00:00:00
agent_86e501496586,2026-02-26,DE,480,410,15,2026-02-26T00:00:00
agent_4a44dc153642,2026-02-26,DE,240,172,7,2026-02-26T00:00:00
agent_4523540f1504,2026-02-26,DE,240,184,9,2026-02-26T00:00:00
agent_2c624232cdd2,2026-02-26,NL,480,426,13,2026-02-26T00:00:00
agent_624b60c58c9d,2026-02-26,NL,420,368,14,2026-02-26T00:00:00
agent_5f9c4ab08cac,2026-02-26,NL,480,459,18,2026-02-26T00:00:00
agent_6f4b6612125f,2026-02-26,NL,480,416,19,2026-02-26T00:00:00
agent_785f3ec7eb32,2026-02-26,NL,360,301,11,2026-02-26T00:00:00
agent_e629fa6598d7,2026-02-26,NL,240,178,7,2026-02-26T00:00:00
agent_2fca346db656,2026-02-26,NL,420,374,12,2026-02-26T00:00:00
agent_b17ef6d19c7a,2026-02-26,NL,420,361,12,2026-02-26T00:00:00
agent_44cb730c4204,2026-02-26,NL,480,407,22,2026-02-26T00:00:00
agent_25fc0e7096fc,2026-02-26,NL,420,374,20,2026-02-26T00:00:00
agent_6b51d431df5d,2026-02-26,NL,360,311,14,2026-02-26T00:00:00
agent_41cfc0d1f2d1,2026-02-26,NL,480,421,16,2026-02-26T00:00:00
agent_7902699be42c,2026-02-26,UK,420,392,14,2026-02-26T00:00:00
agent_811786ad1ae7,2026-02-26,UK,240,180,7,2026-02-26T00:00:00
agent_f5ca38f748a1,2026-02-26,UK,420,381,17,2026-02-26T00:00:00
agent_3d914f9348c9,2026-02-26,UK,420,365,12,2026-02-26T00:00:00
agent_59e19706d51d,2026-02-26,UK,240,177,7,2026-02-26T00:00:00
agent_e29c9c180c62,2026-02-26,UK,360,291,9,2026-02-26T00:00:00
agent_44cb730c4204,2026-02-26,UK,360,318,16,2026-02-26T00:00:00
agent_031b4af5197e,2026-02-26,UK,420,387,14,2026-02-26T00:00:00
agent_624b60c58c9d,2026-02-26,UK,420,342,16,2026-02-26T00:00:00
agent_d59eced1ded0,2026-02-26,UK,360,317,10,2026-02-26T00:00:00
agent_535fa30d7e25,2026-02-26,UK,480,404,21,2026-02-26T00:00:00
agent_73475cb40a56,2026-02-26,UK,480,451,19,2026-02-26T00:00:00
agent_eb1e33e8a81b,2026-02-26,PL,360,296,14,2026-02-26T00:00:00
agent_c6f3ac57944a,2026-02-26,PL,240,201,6,2026-02-26T00:00:00
agent_9f14025af006,2026-02-26,PL,420,398,20,2026-02-26T00:00:00
agent_98010bd9270f,2026-02-26,PL,480,424,16,2026-02-26T00:00:00
agent_c837649cce43,2026-02-26,PL,240,169,6,2026-02-26T00:00:00
agent_e7f6c011776e,2026-02-26,PL,480,449,18,2026-02-26T00:00:00
agent_4ec9599fc203,2026-02-26,PL,420,393,17,2026-02-26T00:00:00
agent_41cfc0d1f2d1,2026-02-26,PL,360,293,10,2026-02-26T00:00:00
agent_86e501496586,2026-02-26,PL,480,405,16,2026-02-26T00:00:00
agent_2fca346db656,2026-02-26,PL,240,195,7,2026-02-26T00:00:00
agent_aea92132c4cb,2026-02-26,PL,420,343,15,2026-02-26T00:00:00
agent_d4735e3a265e,2026-02-26,PL,240,205,8,2026-02-26T00:00:00
agent_73475cb40a56,2026-02-26,AT,360,297,10,2026-02-26T00:00:00
agent_7a61b53701be,2026-02-26,AT,360,316,11,2026-02-26T00:00:00
agent_811786ad1ae7,2026-02-26,AT,420,389,18,2026-02-26T00:00:00
agent_0b918943df09,2026-02-26,AT,480,422,18,2026-02-26T00:00:00
agent_785f3ec7eb32,2026-02-26,AT,480,444,23,2026-02-26T00:00:00
agent_25fc0e7096fc,2026-02-26,AT,360,281,12,2026-02-26T00:00:00
agent_02d20bbd7e39,2026-02-26,AT,480,402,20,2026-02-26T00:00:00
agent_39fa9ec190ee,2026-02-26,AT,480,459,21,2026-02-26T00:00:00
agent_b7a56873cd77,2026-02-26,AT,420,357,11,2026-02-26T00:00:00
agent_7688b6ef5255,2026-02-26,AT,480,434,19,2026-02-26T00:00:00
agent_3d914f9348c9,2026-02-26,AT,360,332,13,2026-02-26T00:00:00
agent_6b51d431df5d,2026-02-26,AT,420,342,12,2026-02-26T00:00:00
agent_86e501496586,2026-02-27,DE,420,371,13,2026-02-27T00:00:00
agent_624b60c58c9d,2026-02-27,DE,360,292,12,2026-02-27T00:00:00
agent_e7f6c011776e,2026-02-27,DE,360,307,12,2026-02-27T00:00:00
agent_b17ef6d19c7a,2026-02-27,DE,360,283,11,2026-02-27T00:00:00
agent_4ec9599fc203,2026-02-27,DE,240,203,6,2026-02-27T00:00:00
agent_b7a56873cd77,2026-02-27,DE,240,197,6,2026-02-27T00:00:00
agent_9f14025af006,2026-02-27,DE,480,435,16,2026-02-27T00:00:00
agent_4b227777d4dd,2026-02-27,DE,480,435,19,2026-02-27T00:00:00
agent_2fca346db656,2026-02-27,DE,240,194,6,2026-02-27T00:00:00
agent_eb1e33e8a81b,2026-02-27,DE,480,458,16,2026-02-27T00:00:00
agent_31489056e091,2026-02-27,DE,420,389,12,2026-02-27T00:00:00
agent_d4735e3a265e,2026-02-27,DE,360,319,13,2026-02-27T00:00:00
agent_b17ef6d19c7a,2026-02-27,NL,420,370,16,2026-02-27T00:00:00
agent_1a6562590ef1,2026-02-27,NL,240,184,6,2026-02-27T00:00:00
agent_71ee45a3c0db,2026-02-27,NL,360,338,17,2026-02-27T00:00:00
agent_7a61b53701be,2026-02-27,NL,480,451,24,2026-02-27T00:00:00
agent_59e19706d51d,2026-02-27,NL,240,192,8,2026-02-27T00:00:00
agent_f5ca38f748a1,2026-02-27,NL,360,340,10,2026-02-27T00:00:00
agent_0e17daca5f3e,2026-02-27,NL,240,170,8,2026-02-27T00:00:00
agent_2fca346db656,2026-02-27,NL,360,284,12,2026-02-27T00:00:00
agent_2c624232cdd2,2026-02-27,NL,240,205,7,2026-02-27T00:00:00
agent_8527a891e224,2026-02-27,NL,420,340,11,2026-02-27T00:00:00
agent_eb1e33e8a81b,2026-02-27,NL,480,410,18,2026-02-27T00:00:00
agent_86e501496586,2026-02-27,NL,420,399,13,2026-02-27T00:00:00
agent_e629fa6598d7,2026-02-27,UK,420,373,14,2026-02-27T00:00:00
agent_d59eced1ded0,2026-02-27,UK,360,330,12,2026-02-27T00:00:00
agent_031b4af5197e,2026-02-27,UK,240,215,8,2026-02-27T00:00:00
agent_4b227777d4dd,2026-02-27,UK,360,308,11,2026-02-27T00:00:00
agent_811786ad1ae7,2026-02-27,UK,360,318,11,2026-02-27T00:00:00
agent_6208ef0f7750,2026-02-27,UK,240,165,7,2026-02-27T00:00:00
agent_eb1e33e8a81b,2026-02-27,UK,420,367,14,2026-02-27T00:00:00
agent_2fca346db656,2026-02-27,UK,360,333,17,2026-02-27T00:00:00
agent_6b86b273ff34,2026-02-27,UK,420,395,20,2026-02-27T00:00:00
agent_b7a56873cd77,2026-02-27,UK,480,446,16,2026-02-27T00:00:00
agent_1a6562590ef1,2026-02-27,UK,360,329,12,2026-02-27T00:00:00
agent_4a44dc153642,2026-02-27,UK,480,450,20,2026-02-27T00:00:00
agent_0e17daca5f3e,2026-02-27,PL,480,450,16,2026-02-27T00:00:00
agent_59e19706d51d,2026-02-27,PL,360,289,13,2026-02-27T00:00:00
agent_4b227777d4dd,2026-02-27,PL,480,407,20,2026-02-27T00:00:00
agent_31489056e091,2026-02-27,PL,420,345,15,2026-02-27T00:00:00
agent_6b51d431df5d,2026-02-27,PL,240,205,7,2026-02-27T00:00:00
agent_c837649cce43,2026-02-27,PL,240,173,6,2026-02-27T00:00:00
agent_4a44dc153642,2026-02-27,PL,360,330,15,2026-02-27T00:00:00
agent_4523540f1504,2026-02-27,PL,360,299,14,2026-02-27T00:00:00
agent_1a6562590ef1,2026-02-27,PL,480,402,17,2026-02-27T00:00:00
agent_86e501496586,2026-02-27,PL,240,199,6,2026-02-27T00:00:00
agent_aea92132c4cb,2026-02-27,PL,360,330,14,2026-02-27T00:00:00
agent_ef2d127de37b,2026-02-27,PL,240,186,9,2026-02-27T00:00:00
agent_3fdba35f04dc,2026-02-27,AT,420,364,15,2026-02-27T00:00:00
agent_4fc82b26aecb,2026-02-27,AT,420,362,13,2026-02-27T00:00:00
agent_1a6562590ef1,2026-02-27,AT,360,282,14,2026-02-27T00:00:00
agent_c837649cce43,2026-02-27,AT,420,340,14,2026-02-27T00:00:00
agent_6f4b6612125f,2026-02-27,AT,240,206,9,2026-02-27T00:00:00
agent_d4735e3a265e,2026-02-27,AT,240,182,6,2026-02-27T00:00:00
agent_6b86b273ff34,2026-02-27,AT,360,333,10,2026-02-27T00:00:00
agent_4523540f1504,2026-02-27,AT,480,439,19,2026-02-27T00:00:00
agent_76a50887d8f1,2026-02-27,AT,240,170,7,2026-02-27T00:00:00
agent_7a61b53701be,2026-02-27,AT,240,162,7,2026-02-27T00:00:00
agent_9400f1b21cb5,2026-02-27,AT,360,324,11,2026-02-27T00:00:00
agent_c2356069e9d1,2026-02-27,AT,240,182,8,2026-02-27T00:00:00
agent_59e19706d51d,2026-02-28,DE,420,363,13,2026-02-28T00:00:00
agent_4b227777d4dd,2026-02-28,DE,420,395,18,2026-02-28T00:00:00
agent_41cfc0d1f2d1,2026-02-28,DE,480,429,17,2026-02-28T00:00:00
agent_39fa9ec190ee,2026-02-28,DE,360,306,9,2026-02-28T00:00:00
agent_86e501496586,2026-02-28,DE,420,374,19,2026-02-28T00:00:00
agent_031b4af5197e,2026-02-28,DE,420,355,14,2026-02-28T00:00:00
agent_7a61b53701be,2026-02-28,DE,240,218,6,2026-02-28T00:00:00
agent_1a6562590ef1,2026-02-28,DE,360,333,16,2026-02-28T00:00:00
agent_4523540f1504,2026-02-28,DE,420,384,15,2026-02-28T00:00:00
agent_02d20bbd7e39,2026-02-28,DE,360,314,10,2026-02-28T00:00:00
agent_d59eced1ded0,2026-02-28,DE,360,303,16,2026-02-28T00:00:00
agent_6b86b273ff34,2026-02-28,DE,360,321,11,2026-02-28T00:00:00
agent_4a44dc153642,2026-02-28,NL,240,181,8,2026-02-28T00:00:00
agent_02d20bbd7e39,2026-02-28,NL,480,401,15,2026-02-28T00:00:00
agent_d4735e3a265e,2026-02-28,NL,240,168,7,2026-02-28T00:00:00
agent_4b227777d4dd,2026-02-28,NL,240,212,9,2026-02-28T00:00:00
agent_39fa9ec190ee,2026-02-28,NL,480,410,12,2026-02-28T00:00:00
agent_c6f3ac57944a,2026-02-28,NL,240,185,5,2026-02-28T00:00:00
agent_8527a891e224,2026-02-28,NL,420,386,12,2026-02-28T00:00:00
agent_3d914f9348c9,2026-02-28,NL,240,193,9,2026-02-28T00:00:00
agent_f5ca38f748a1,2026-02-28,NL,480,429,21,2026-02-28T00:00:00
agent_41cfc0d1f2d1,2026-02-28,NL,240,170,8,2026-02-28T00:00:00
agent_9400f1b21cb5,2026-02-28,NL,420,361,11,2026-02-28T00:00:00
agent_4523540f1504,2026-02-28,NL,240,162,7,2026-02-28T00:00:00
agent_aea92132c4cb,2026-02-28,UK,480,421,14,2026-02-28T00:00:00
agent_5f9c4ab08cac,2026-02-28,UK,360,315,11,2026-02-28T00:00:00
agent_35135aaa6cc2,2026-02-28,UK,240,186,5,2026-02-28T00:00:00
agent_71ee45a3c0db,2026-02-28,UK,420,381,21,2026-02-28T00:00:00
agent_670671cd9740,2026-02-28,UK,480,452,24,2026-02-28T00:00:00
agent_535fa30d7e25,2026-02-28,UK,420,363,11,2026-02-28T00:00:00
agent_d4735e3a265e,2026-02-28,UK,240,181,9,2026-02-28T00:00:00
agent_0b918943df09,2026-02-28,UK,480,440,18,2026-02-28T00:00:00
agent_76a50887d8f1,2026-02-28,UK,480,433,17,2026-02-28T00:00:00
agent_41cfc0d1f2d1,2026-02-28,UK,420,382,13,2026-02-28T00:00:00
agent_6208ef0f7750,2026-02-28,UK,480,418,18,2026-02-28T00:00:00
agent_31489056e091,2026-02-28,UK,480,433,20,2026-02-28T00:00:00
agent_8527a891e224,2026-02-28,PL,360,301,13,2026-02-28T00:00:00
agent_86e501496586,2026-02-28,PL,420,364,12,2026-02-28T00:00:00
agent_031b4af5197e,2026-02-28,PL,240,180,8,2026-02-28T00:00:00
agent_e7f6c011776e,2026-02-28,PL,480,428,20,2026-02-28T00:00:00
agent_44cb730c4204,2026-02-28,PL,240,204,8,2026-02-28T00:00:00
agent_2fca346db656,2026-02-28,PL,240,182,9,2026-02-28T00:00:00
agent_4fc82b26aecb,2026-02-28,PL,420,369,12,2026-02-28T00:00:00
agent_624b60c58c9d,2026-02-28,PL,480,424,18,2026-02-28T00:00:00
agent_4e07408562be,2026-02-28,PL,480,431,14,2026-02-28T00:00:00
agent_811786ad1ae7,2026-02-28,PL,480,419,15,2026-02-28T00:00:00
agent_4ec9599fc203,2026-02-28,PL,360,303,10,2026-02-28T00:00:00
agent_c6f3ac57944a,2026-02-28,PL,480,432,15,2026-02-28T00:00:00
agent_c2356069e9d1,2026-02-28,AT,480,453,17,2026-02-28T00:00:00
agent_eb1e33e8a81b,2026-02-28,AT,240,196,7,2026-02-28T00:00:00
agent_031b4af5197e,2026-02-28,AT,360,323,14,2026-02-28T00:00:00
agent_4e07408562be,2026-02-28,AT,480,437,22,2026-02-28T00:00:00
agent_98010bd9270f,2026-02-28,AT,240,161,8,2026-02-28T00:00:00
agent_d4735e3a265e,2026-02-28,AT,240,170,8,2026-02-28T00:00:00
agent_b7a56873cd77,2026-02-28,AT,360,339,10,2026-02-28T00:00:00
agent_0e17daca5f3e,2026-02-28,AT,420,383,12,2026-02-28T00:00:00
agent_2858dcd1057d,2026-02-28,AT,480,441,16,2026-02-28T00:00:00
agent_35135aaa6cc2,2026-02-28,AT,480,439,16,2026-02-28T00:00:00
agent_73475cb40a56,2026-02-28,AT,420,388,15,2026-02-28T00:00:00
agent_25fc0e7096fc,2026-02-28,AT,360,290,15,2026-02-28T00:00:00
agent_6208ef0f7750,2026-03-01,DE,420,352,14,2026-03-01T00:00:00
agent_670671cd9740,2026-03-01,DE,420,389,15,2026-03-01T00:00:00
agent_8527a891e224,2026-03-01,DE,240,172,9,2026-03-01T00:00:00
agent_86e501496586,2026-03-01,DE,240,172,5,2026-03-01T00:00:00
agent_7a61b53701be,2026-03-01,DE,240,215,11,2026-03-01T00:00:00
agent_9f14025af006,2026-03-01,DE,240,192,6,2026-03-01T00:00:00
agent_2fca346db656,2026-03-01,DE,360,292,11,2026-03-01T00:00:00
agent_aea92132c4cb,2026-03-01,DE,360,307,12,2026-03-01T00:00:00
agent_f5ca38f748a1,2026-03-01,DE,360,321,10,2026-03-01T00:00:00
agent_624b60c58c9d,2026-03-01,DE,360,336,10,2026-03-01T00:00:00
agent_7688b6ef5255,2026-03-01,DE,360,311,15,2026-03-01T00:00:00
agent_eb1e33e8a81b,2026-03-01,DE,420,346,17,2026-03-01T00:00:00
agent_98010bd9270f,2026-03-01,NL,420,359,19,2026-03-01T00:00:00
agent_9400f1b21cb5,2026-03-01,NL,480,421,13,2026-03-01T00:00:00
agent_2fca346db656,2026-03-01,NL,360,300,13,2026-03-01T00:00:00
agent_eb1e33e8a81b,2026-03-01,NL,240,176,7,2026-03-01T00:00:00
agent_e7f6c011776e,2026-03-01,NL,240,217,11,2026-03-01T00:00:00
agent_c837649cce43,2026-03-01,NL,420,391,15,2026-03-01T00:00:00
agent_c2356069e9d1,2026-03-01,NL,360,294,10,2026-03-01T00:00:00
agent_3d914f9348c9,2026-03-01,NL,420,360,14,2026-03-01T00:00:00
agent_6208ef0f7750,2026-03-01,NL,240,219,8,2026-03-01T00:00:00
agent_4b227777d4dd,2026-03-01,NL,240,218,6,2026-03-01T00:00:00
agent_624b60c58c9d,2026-03-01,NL,240,189,6,2026-03-01T00:00:00
agent_7a61b53701be,2026-03-01,NL,480,441,14,2026-03-01T00:00:00
agent_c2356069e9d1,2026-03-01,UK,480,437,14,2026-03-01T00:00:00
agent_e7f6c011776e,2026-03-01,UK,240,194,10,2026-03-01T00:00:00
agent_d4735e3a265e,2026-03-01,UK,360,333,14,2026-03-01T00:00:00
agent_5f9c4ab08cac,2026-03-01,UK,360,313,13,2026-03-01T00:00:00
agent_4b227777d4dd,2026-03-01,UK,480,405,14,2026-03-01T00:00:00
agent_0b918943df09,2026-03-01,UK,480,431,20,2026-03-01T00:00:00
agent_aea92132c4cb,2026-03-01,UK,360,332,10,2026-03-01T00:00:00
agent_31489056e091,2026-03-01,UK,480,422,20,2026-03-01T00:00:00
agent_b17ef6d19c7a,2026-03-01,UK,360,287,12,2026-03-01T00:00:00
agent_3fdba35f04dc,2026-03-01,UK,240,185,7,2026-03-01T00:00:00
agent_3d914f9348c9,2026-03-01,UK,240,213,9,2026-03-01T00:00:00
agent_59e19706d51d,2026-03-01,UK,360,295,12,2026-03-01T00:00:00
agent_f5ca38f748a1,2026-03-01,PL,360,312,11,2026-03-01T00:00:00
agent_e7f6c011776e,2026-03-01,PL,360,337,15,2026-03-01T00:00:00
agent_25fc0e7096fc,2026-03-01,PL,240,172,8,2026-03-01T00:00:00
agent_e29c9c180c62,2026-03-01,PL,420,369,12,2026-03-01T00:00:00
agent_41cfc0d1f2d1,2026-03-01,PL,240,210,7,2026-03-01T00:00:00
agent_4a44dc153642,2026-03-01,PL,360,319,12,2026-03-01T00:00:00
agent_eb1e33e8a81b,2026-03-01,PL,240,205,9,2026-03-01T00:00:00
agent_811786ad1ae7,2026-03-01,PL,240,169,6,2026-03-01T00:00:00
agent_86e501496586,2026-03-01,PL,240,207,9,2026-03-01T00:00:00
agent_31489056e091,2026-03-01,PL,360,298,11,2026-03-01T00:00:00
agent_73475cb40a56,2026-03-01,PL,420,399,14,2026-03-01T00:00:00
agent_2858dcd1057d,2026-03-01,PL,420,394,16,2026-03-01T00:00:00
agent_9400f1b21cb5,2026-03-01,AT,360,280,14,2026-03-01T00:00:00
agent_98010bd9270f,2026-03-01,AT,240,167,5,2026-03-01T00:00:00
agent_41cfc0d1f2d1,2026-03-01,AT,360,290,9,2026-03-01T00:00:00
agent_3d914f9348c9,2026-03-01,AT,360,340,17,2026-03-01T00:00:00
agent_e629fa6598d7,2026-03-01,AT,240,171,6,2026-03-01T00:00:00
agent_19581e27de7c,2026-03-01,AT,240,219,9,2026-03-01T00:00:00
agent_3fdba35f04dc,2026-03-01,AT,420,379,17,2026-03-01T00:00:00
agent_59e19706d51d,2026-03-01,AT,480,429,15,2026-03-01T00:00:00
agent_8527a891e224,2026-03-01,AT,420,394,19,2026-03-01T00:00:00
agent_71ee45a3c0db,2026-03-01,AT,480,412,15,2026-03-01T00:00:00
agent_2c624232cdd2,2026-03-01,AT,420,370,14,2026-03-01T00:00:00
agent_4523540f1504,2026-03-01,AT,240,162,5,2026-03-01T00:00:00
agent_41cfc0d1f2d1,2026-03-02,DE,240,199,10,2026-03-02T00:00:00
agent_aea92132c4cb,2026-03-02,DE,480,454,14,2026-03-02T00:00:00
agent_e29c9c180c62,2026-03-02,DE,360,326,10,2026-03-02T00:00:00
agent_25fc0e7096fc,2026-03-02,DE,240,179,7,2026-03-02T00:00:00
agent_6b86b273ff34,2026-03-02,DE,360,312,12,2026-03-02T00:00:00
agent_ef2d127de37b,2026-03-02,DE,240,193,8,2026-03-02T00:00:00
agent_19581e27de7c,2026-03-02,DE,420,395,17,2026-03-02T00:00:00
agent_4b227777d4dd,2026-03-02,DE,480,435,21,2026-03-02T00:00:00
agent_2c624232cdd2,2026-03-02,DE,420,349,17,2026-03-02T00:00:00
agent_3fdba35f04dc,2026-03-02,DE,480,441,16,2026-03-02T00:00:00
agent_59e19706d51d,2026-03-02,DE,240,191,8,2026-03-02T00:00:00
agent_7a61b53701be,2026-03-02,DE,240,206,9,2026-03-02T00:00:00
agent_19581e27de7c,2026-03-02,NL,360,325,12,2026-03-02T00:00:00
agent_e7f6c011776e,2026-03-02,NL,240,175,9,2026-03-02T00:00:00
agent_3e1e967e9b79,2026-03-02,NL,420,400,13,2026-03-02T00:00:00
agent_59e19706d51d,2026-03-02,NL,420,389,16,2026-03-02T00:00:00
agent_670671cd9740,2026-03-02,NL,480,429,14,2026-03-02T00:00:00
agent_c837649cce43,2026-03-02,NL,360,339,13,2026-03-02T00:00:00
agent_35135aaa6cc2,2026-03-02,NL,420,379,19,2026-03-02T00:00:00
agent_0b918943df09,2026-03-02,NL,480,411,17,2026-03-02T00:00:00
agent_6f4b6612125f,2026-03-02,NL,480,452,19,2026-03-02T00:00:00
agent_31489056e091,2026-03-02,NL,480,402,12,2026-03-02T00:00:00
agent_39fa9ec190ee,2026-03-02,NL,240,195,9,2026-03-02T00:00:00
agent_8527a891e224,2026-03-02,NL,360,329,14,2026-03-02T00:00:00
agent_2c624232cdd2,2026-03-02,UK,480,404,17,2026-03-02T00:00:00
agent_39fa9ec190ee,2026-03-02,UK,360,329,12,2026-03-02T00:00:00
agent_44cb730c4204,2026-03-02,UK,240,210,10,2026-03-02T00:00:00
agent_b7a56873cd77,2026-03-02,UK,240,192,8,2026-03-02T00:00:00
agent_59e19706d51d,2026-03-02,UK,420,380,17,2026-03-02T00:00:00
agent_c6f3ac57944a,2026-03-02,UK,360,289,11,2026-03-02T00:00:00
agent_2fca346db656,2026-03-02,UK,420,354,17,2026-03-02T00:00:00
agent_b17ef6d19c7a,2026-03-02,UK,360,302,9,2026-03-02T00:00:00
agent_aea92132c4cb,2026-03-02,UK,360,336,11,2026-03-02T00:00:00
agent_f5ca38f748a1,2026-03-02,UK,360,280,13,2026-03-02T00:00:00
agent_eb1e33e8a81b,2026-03-02,UK,420,371,13,2026-03-02T00:00:00
agent_ef2d127de37b,2026-03-02,UK,360,308,15,2026-03-02T00:00:00
agent_e629fa6598d7,2026-03-02,PL,360,339,13,2026-03-02T00:00:00
agent_25fc0e7096fc,2026-03-02,PL,480,458,14,2026-03-02T00:00:00
agent_4a44dc153642,2026-03-02,PL,360,311,14,2026-03-02T00:00:00
agent_c2356069e9d1,2026-03-02,PL,420,372,12,2026-03-02T00:00:00
agent_39fa9ec190ee,2026-03-02,PL,480,406,14,2026-03-02T00:00:00
agent_1a6562590ef1,2026-03-02,PL,240,172,5,2026-03-02T00:00:00
agent_e7f6c011776e,2026-03-02,PL,480,409,13,2026-03-02T00:00:00
agent_4ec9599fc203,2026-03-02,PL,480,454,17,2026-03-02T00:00:00
agent_7688b6ef5255,2026-03-02,PL,420,342,15,2026-03-02T00:00:00
agent_9400f1b21cb5,2026-03-02,PL,360,335,16,2026-03-02T00:00:00
agent_c837649cce43,2026-03-02,PL,240,204,10,2026-03-02T00:00:00
agent_785f3ec7eb32,2026-03-02,PL,240,186,7,2026-03-02T00:00:00
agent_02d20bbd7e39,2026-03-02,AT,480,419,13,2026-03-02T00:00:00
agent_3fdba35f04dc,2026-03-02,AT,360,281,8,2026-03-02T00:00:00
agent_4e07408562be,2026-03-02,AT,240,187,5,2026-03-02T00:00:00
agent_2858dcd1057d,2026-03-02,AT,480,451,16,2026-03-02T00:00:00
agent_d59eced1ded0,2026-03-02,AT,240,177,6,2026-03-02T00:00:00
agent_670671cd9740,2026-03-02,AT,240,201,8,2026-03-02T00:00:00
agent_4ec9599fc203,2026-03-02,AT,420,347,11,2026-03-02T00:00:00
agent_aea92132c4cb,2026-03-02,AT,240,213,6,2026-03-02T00:00:00
agent_b17ef6d19c7a,2026-03-02,AT,480,417,19,2026-03-02T00:00:00
agent_2fca346db656,2026-03-02,AT,480,416,20,2026-03-02T00:00:00
agent_6b86b273ff34,2026-03-02,AT,480,446,20,2026-03-02T00:00:00
agent_3d914f9348c9,2026-03-02,AT,420,360,11,2026-03-02T00:00:00
agent_19581e27de7c,2026-03-03,DE,480,433,15,2026-03-03T00:00:00
agent_8527a891e224,2026-03-03,DE,480,440,19,2026-03-03T00:00:00
agent_9400f1b21cb5,2026-03-03,DE,360,332,13,2026-03-03T00:00:00
agent_9f14025af006,2026-03-03,DE,240,213,9,2026-03-03T00:00:00
agent_535fa30d7e25,2026-03-03,DE,360,307,11,2026-03-03T00:00:00
agent_f5ca38f748a1,2026-03-03,DE,420,396,12,2026-03-03T00:00:00
agent_031b4af5197e,2026-03-03,DE,240,166,5,2026-03-03T00:00:00
agent_2fca346db656,2026-03-03,DE,240,208,7,2026-03-03T00:00:00
agent_e629fa6598d7,2026-03-03,DE,480,423,15,2026-03-03T00:00:00
agent_0b918943df09,2026-03-03,DE,420,399,14,2026-03-03T00:00:00
agent_31489056e091,2026-03-03,DE,360,335,13,2026-03-03T00:00:00
agent_39fa9ec190ee,2026-03-03,DE,240,184,9,2026-03-03T00:00:00
agent_31489056e091,2026-03-03,NL,360,334,10,2026-03-03T00:00:00
agent_8527a891e224,2026-03-03,NL,240,203,6,2026-03-03T00:00:00
agent_41cfc0d1f2d1,2026-03-03,NL,480,438,14,2026-03-03T00:00:00
agent_785f3ec7eb32,2026-03-03,NL,420,359,16,2026-03-03T00:00:00
agent_98010bd9270f,2026-03-03,NL,480,450,14,2026-03-03T00:00:00
agent_e629fa6598d7,2026-03-03,NL,480,411,18,2026-03-03T00:00:00
agent_3d914f9348c9,2026-03-03,NL,240,219,7,2026-03-03T00:00:00
agent_02d20bbd7e39,2026-03-03,NL,240,175,6,2026-03-03T00:00:00
agent_670671cd9740,2026-03-03,NL,420,400,13,2026-03-03T00:00:00
agent_35135aaa6cc2,2026-03-03,NL,240,206,10,2026-03-03T00:00:00
agent_c6f3ac57944a,2026-03-03,NL,360,335,11,2026-03-03T00:00:00
agent_b17ef6d19c7a,2026-03-03,NL,360,319,10,2026-03-03T00:00:00
agent_35135aaa6cc2,2026-03-03,UK,240,182,7,2026-03-03T00:00:00
agent_41cfc0d1f2d1,2026-03-03,UK,420,343,13,2026-03-03T00:00:00
agent_6b51d431df5d,2026-03-03,UK,240,192,6,2026-03-03T00:00:00
agent_6b86b273ff34,2026-03-03,UK,240,180,6,2026-03-03T00:00:00
agent_d59eced1ded0,2026-03-03,UK,420,370,11,2026-03-03T00:00:00
agent_f5ca38f748a1,2026-03-03,UK,420,394,15,2026-03-03T00:00:00
agent_4fc82b26aecb,2026-03-03,UK,420,388,16,2026-03-03T00:00:00
agent_2858dcd1057d,2026-03-03,UK,480,431,15,2026-03-03T00:00:00
agent_86e501496586,2026-03-03,UK,480,454,22,2026-03-03T00:00:00
agent_c837649cce43,2026-03-03,UK,480,452,15,2026-03-03T00:00:00
agent_3e1e967e9b79,2026-03-03,UK,480,447,22,2026-03-03T00:00:00
agent_e629fa6598d7,2026-03-03,UK,420,361,17,2026-03-03T00:00:00
agent_535fa30d7e25,2026-03-03,PL,240,216,7,2026-03-03T00:00:00
agent_e7f6c011776e,2026-03-03,PL,480,410,14,2026-03-03T00:00:00
agent_031b4af5197e,2026-03-03,PL,420,376,14,2026-03-03T00:00:00
agent_9400f1b21cb5,2026-03-03,PL,360,336,11,2026-03-03T00:00:00
