compensation_id,contact_id,order_id,refund_amount,voucher_amount,goodwill_amount,created_at,updated_at
cmp_0000472,con_0002155,ord_0024206,5.31,0.0,0.0,2026-02-23T19:40:00,2026-02-23T21:40:00
cmp_0000473,con_0002161,ord_0024296,0.0,9.93,5.39,2026-02-24T12:34:00,2026-02-24T14:34:00
cmp_0000474,con_0002172,ord_0024438,2.17,0.0,0.0,2026-03-04T22:57:00,2026-03-05T00:57:00
cmp_0000475,con_0002176,ord_0024489,2.13,6.44,5.57,2026-03-01T14:05:00,2026-03-01T16:05:00
cmp_0000476,con_0002184,ord_0024596,16.24,5.06,3.44,2026-03-01T16:49:00,2026-03-01T18:49:00
cmp_0000477,con_0002185,ord_0024645,0.0,10.23,0.0,2026-02-26T20:18:00,2026-02-26T22:18:00
cmp_0000478,con_0002186,ord_0024666,0.0,7.33,0.0,2026-02-25T13:34:00,2026-02-25T15:34:00
cmp_0000479,con_0002189,ord_0024710,0.0,10.01,0.0,2026-02-24T11:04:00,2026-02-24T13:04:00
cmp_0000480,con_0002199,ord_0024798,0.0,4.25,7.4,2026-03-02T20:06:00,2026-03-02T22:06:00
cmp_0000481,con_0002204,ord_0024857,0.0,7.46,0.0,2026-02-25T17:42:00,2026-02-25T19:42:00
cmp_0000482,con_0002205,ord_0024861,0.0,8.49,0.0,2026-02-27T16:54:00,2026-02-27T18:54:00
cmp_0000483,con_0002207,ord_0024880,0.0,13.07,0.0,2026-02-26T22:27:00,2026-02-27T00:27:00
cmp_0000484,con_0002211,ord_0024910,0.0,7.38,8.56,2026-03-02T12:27:00,2026-03-02T14:27:00
cmp_0000485,con_0002213,ord_0024971,0.0,7.23,0.0,2026-02-27T10:19:00,2026-02-27T12:19:00
cmp_0000486,con_0002214,ord_0024975,0.0,11.91,0.0,2026-03-05T17:26:00,2026-03-05T19:26:00
cmp_0000487,con_0002217,ord_0024997,0.0,8.35,0.0,2026-02-27T20:20:00,2026-02-27T22:20:00
cmp_0000488,con_0002221,ord_0025009,3.59,0.0,0.0,2026-02-25T19:39:00,2026-02-25T21:39:00
cmp_0000489,con_0002222,ord_0025012,0.0,10.76,0.0,2026-03-05T18:30:00,2026-03-05T20:30:00
cmp_0000490,con_0002224,ord_0025042,0.0,6.06,0.0,2026-02-27T20:06:00,2026-02-27T22:06:00
cmp_0000491,con_0002237,ord_0025195,17.68,0.0,0.0,2026-02-27T16:38:00,2026-02-27T18:38:00
cmp_0000492,con_0002243,ord_0025286,0.0,7.02,3.29,2026-02-28T14:54:00,2026-02-28T16:54:00
cmp_0000493,con_0002245,ord_0025290,6.99,6.01,0.0,2026-02-26T18:57:00,2026-02-26T20:57:00
cmp_0000494,con_0002249,ord_0025356,0.0,5.25,4.28,2026-02-28T21:37:00,2026-02-28T23:37:00
cmp_0000495,con_0002251,ord_0025375,11.61,0.0,6.36,2026-02-26T15:07:00,2026-02-26T17:07:00
cmp_0000496,con_0002256,ord_0025428,0.0,3.95,0.0,2026-02-26T14:57:00,2026-02-26T16:57:00
cmp_0000497,con_0002258,ord_0025431,0.0,8.08,0.0,2026-02-26T18:17:00,2026-02-26T20:17:00
cmp_0000498,con_0002261,ord_0025446,10.94,0.0,0.0,2026-02-28T08:45:00,2026-02-28T10:45:00
cmp_0000499,con_0002263,ord_0025469,2.12,0.0,0.0,2026-02-27T11:41:00,2026-02-27T13:41:00
cmp_0000500,con_0002266,ord_0025508,0.0,3.59,0.0,2026-02-27T15:12:00,2026-02-27T17:12:00
cmp_0000501,con_0002269,ord_0025515,0.0,6.26,0.0,2026-02-26T13:58:00,2026-02-26T15:58:00
cmp_0000502,con_0002274,ord_0025569,7.22,0.0,0.0,2026-03-07T13:03:00,2026-03-07T15:03:00
cmp_0000503,con_0002275,ord_0025570,0.0,12.79,0.0,2026-03-01T15:41:00,2026-03-01T17:41:00
cmp_0000504,con_0002277,ord_0025581,2.17,0.0,7.94,2026-02-27T10:32:00,2026-02-27T12:32:00
cmp_0000505,con_0002279,ord_0025611,5.9,0.0,0.0,2026-03-01T11:27:00,2026-03-01T13:27:00
cmp_0000506,con_0002287,ord_0025699,16.18,0.0,0.0,2026-02-27T10:18:00,2026-02-27T12:18:00
cmp_0000507,con_0002288,ord_0025708,0.0,11.69,0.0,2026-03-04T12:09:00,2026-03-04T14:09:00
cmp_0000508,con_0002293,ord_0025733,0.0,12.1,0.0,2026-03-01T22:51:00,2026-03-02T00:51:00
cmp_0000509,con_0002301,ord_0025798,13.26,0.0,7.69,2026-03-07T15:27:00,2026-03-07T17:27:00
cmp_0000510,con_0002306,ord_0025903,0.0,7.46,7.24,2026-02-27T22:26:00,2026-02-28T00:26:00
cmp_0000511,con_0002309,ord_0025959,0.0,7.64,0.0,2026-03-07T15:52:00,2026-03-07T17:52:00
cmp_0000512,con_0002324,ord_0026081,17.7,4.9,5.66,2026-02-27T13:47:00,2026-02-27T15:47:00
cmp_0000513,con_0002329,ord_0026110,0.0,12.49,0.0,2026-03-01T20:10:00,2026-03-01T22:10:00
cmp_0000514,con_0002336,ord_0026191,0.0,9.73,0.0,2026-03-08T15:26:00,2026-03-08T17:26:00
cmp_0000515,con_0002343,ord_0026244,0.0,6.59,3.32,2026-03-02T19:15:00,2026-03-02T21:15:00
cmp_0000516,con_0002354,ord_0026348,0.0,5.84,6.46,2026-02-28T13:17:00,2026-02-28T15:17:00
cmp_0000517,con_0002360,ord_0026455,2.72,12.6,0.0,2026-03-08T19:42:00,2026-03-08T21:42:00
cmp_0000518,con_0002367,ord_0026563,16.43,0.0,5.09,2026-03-05T20:58:00,2026-03-05T22:58:00
cmp_0000519,con_0002368,ord_0026583,17.31,10.89,0.0,2026-03-02T21:18:00,2026-03-02T23:18:00
cmp_0000520,con_0002377,ord_0026669,0.0,8.65,3.2,2026-03-02T20:53:00,2026-03-02T22:53:00
cmp_0000521,con_0002380,ord_0026684,0.0,12.41,0.0,2026-02-28T21:17:00,2026-02-28T23:17:00
cmp_0000522,con_0002381,ord_0026692,9.62,0.0,0.0,2026-03-09T13:37:00,2026-03-09T15:37:00
cmp_0000523,con_0002382,ord_0026693,0.0,7.31,3.25,2026-03-02T18:11:00,2026-03-02T20:11:00
cmp_0000524,con_0002385,ord_0026704,0.0,7.1,0.0,2026-03-01T08:05:00,2026-03-01T10:05:00
cmp_0000525,con_0002388,ord_0026716,4.17,0.0,6.37,2026-03-01T17:03:00,2026-03-01T19:03:00
cmp_0000526,con_0002405,ord_0026927,0.0,11.48,0.0,2026-03-09T08:24:00,2026-03-09T10:24:00
cmp_0000527,con_0002406,ord_0026932,0.0,7.48,3.32,2026-03-01T15:38:00,2026-03-01T17:38:00
cmp_0000528,con_0002409,ord_0026974,13.41,5.2,0.0,2026-03-03T10:46:00,2026-03-03T12:46:00
cmp_0000529,con_0002410,ord_0026999,0.0,11.27,0.0,2026-03-03T17:10:00,2026-03-03T19:10:00
cmp_0000530,con_0002413,ord_0027013,0.0,5.43,3.72,2026-03-01T18:54:00,2026-03-01T20:54:00
cmp_0000531,con_0002414,ord_0027030,14.08,0.0,8.13,2026-03-09T10:06:00,2026-03-09T12:06:00
cmp_0000532,con_0002415,ord_0027036,16.18,0.0,4.11,2026-03-03T15:54:00,2026-03-03T17:54:00
cmp_0000533,con_0002418,ord_0027052,0.0,4.56,0.0,2026-03-09T19:06:00,2026-03-09T21:06:00
cmp_0000534,con_0002419,ord_0027072,11.81,9.39,0.0,2026-03-01T12:00:00,2026-03-01T14:00:00
cmp_0000535,con_0002421,ord_0027089,0.0,3.59,4.1,2026-03-06T19:22:00,2026-03-06T21:22:00
cmp_0000536,con_0002426,ord_0027172,0.0,4.36,3.11,2026-03-01T21:00:00,2026-03-01T23:00:00
cmp_0000537,con_0002430,ord_0027247,5.04,11.54,0.0,2026-03-02T18:06:00,2026-03-02T20:06:00
cmp_0000538,con_0002431,ord_0027289,0.0,13.96,2.74,2026-03-07T10:49:00,2026-03-07T12:49:00
cmp_0000539,con_0002436,ord_0027339,5.78,6.61,7.98,2026-03-07T15:15:00,2026-03-07T17:15:00
cmp_0000540,con_0002439,ord_0027403,0.0,13.55,0.0,2026-03-03T18:58:00,2026-03-03T20:58:00
cmp_0000541,con_0002443,ord_0027462,0.0,5.97,0.0,2026-03-07T20:09:00,2026-03-07T22:09:00
cmp_0000542,con_0002445,ord_0027475,0.0,11.92,3.98,2026-03-04T20:50:00,2026-03-04T22:50:00
cmp_0000543,con_0002451,ord_0027504,0.0,3.76,2.0,2026-03-07T10:51:00,2026-03-07T12:51:00
cmp_0000544,con_0002454,ord_0027510,15.71,5.65,8.5,2026-03-02T19:00:00,2026-03-02T21:00:00
cmp_0000545,con_0002456,ord_0027511,0.0,11.54,0.0,2026-03-02T08:57:00,2026-03-02T10:57:00
cmp_0000546,con_0002457,ord_0027538,0.0,10.67,0.0,2026-03-07T18:03:00,2026-03-07T20:03:00
cmp_0000547,con_0002463,ord_0027597,0.0,6.83,0.0,2026-03-10T21:12:00,2026-03-10T23:12:00
cmp_0000548,con_0002467,ord_0027604,0.0,11.99,0.0,2026-03-03T15:15:00,2026-03-03T17:15:00
cmp_0000549,con_0002474,ord_0027680,11.75,0.0,0.0,2026-03-08T16:54:00,2026-03-08T18:54:00
cmp_0000550,con_0002475,ord_0027682,13.34,12.8,0.0,2026-03-11T19:14:00,2026-03-11T21:14:00
cmp_0000551,con_0002476,ord_0027692,8.45,0.0,0.0,2026-03-08T18:24:00,2026-03-08T20:24:00
cmp_0000552,con_0002489,ord_0027787,13.34,0.0,2.94,2026-03-05T18:19:00,2026-03-05T20:19:00
cmp_0000553,con_0002493,ord_0027841,14.91,0.0,0.0,2026-03-05T09:34:00,2026-03-05T11:34:00
cmp_0000554,con_0002505,ord_0027996,11.57,0.0,0.0,2026-03-04T13:42:00,2026-03-04T15:42:00
cmp_0000555,con_0002510,ord_0028047,0.0,10.38,7.97,2026-03-05T17:48:00,2026-03-05T19:48:00
cmp_0000556,con_0002514,ord_0028103,11.33,0.0,0.0,2026-03-04T12:26:00,2026-03-04T14:26:00
cmp_0000557,con_0002517,ord_0028168,13.83,12.03,0.0,2026-03-09T16:44:00,2026-03-09T18:44:00
cmp_0000558,con_0002522,ord_0028195,0.0,6.62,6.26,2026-03-04T21:29:00,2026-03-04T23:29:00
cmp_0000559,con_0002527,ord_0028219,5.25,9.26,4.28,2026-03-05T08:40:00,2026-03-05T10:40:00
cmp_0000560,con_0002532,ord_0028321,0.0,9.66,0.0,2026-03-06T11:26:00,2026-03-06T13:26:00
cmp_0000561,con_0002536,ord_0028346,10.06,3.34,3.71,2026-03-04T22:36:00,2026-03-05T00:36:00
cmp_0000562,con_0002538,ord_0028387,0.0,9.66,0.0,2026-03-06T09:28:00,2026-03-06T11:28:00
cmp_0000563,con_0002546,ord_0028482,9.64,0.0,0.0,2026-03-13T21:34:00,2026-03-13T23:34:00
cmp_0000564,con_0002552,ord_0028518,0.0,6.34,7.38,2026-03-07T09:50:00,2026-03-07T11:50:00
cmp_0000565,con_0002555,ord_0028555,7.15,10.6,0.0,2026-03-05T22:53:00,2026-03-06T00:53:00
cmp_0000566,con_0002559,ord_0028591,0.0,3.27,0.0,2026-03-05T16:17:00,2026-03-05T18:17:00
cmp_0000567,con_0002565,ord_0028637,5.81,0.0,0.0,2026-03-10T18:22:00,2026-03-10T20:22:00
cmp_0000568,con_0002569,ord_0028728,16.22,7.05,0.0,2026-03-06T09:56:00,2026-03-06T11:56:00
cmp_0000569,con_0002573,ord_0028781,10.77,0.0,2.31,2026-03-06T08:05:00,2026-03-06T10:05:00
cmp_0000570,con_0002574,ord_0028784,2.58,8.84,7.18,2026-03-05T12:46:00,2026-03-05T14:46:00
cmp_0000571,con_0002578,ord_0028835,5.62,0.0,0.0,2026-03-05T08:06:00,2026-03-05T10:06:00
cmp_0000572,con_0002583,ord_0028964,0.0,3.38,0.0,2026-03-11T09:46:00,2026-03-11T11:46:00
cmp_0000573,con_0002588,ord_0029049,0.0,7.99,0.0,2026-03-14T14:51:00,2026-03-14T16:51:00
cmp_0000574,con_0002597,ord_0029127,10.06,0.0,0.0,2026-03-08T11:44:00,2026-03-08T13:44:00
cmp_0000575,con_0002598,ord_0029128,13.4,0.0,0.0,2026-03-14T10:09:00,2026-03-14T12:09:00
cmp_0000576,con_0002620,ord_0029336,0.0,3.43,0.0,2026-03-11T21:56:00,2026-03-11T23:56:00
cmp_0000577,con_0002625,ord_0029370,0.0,13.75,3.65,2026-03-11T14:33:00,2026-03-11T16:33:00
cmp_0000578,con_0002626,ord_0029388,0.0,3.98,4.42,2026-03-06T16:43:00,2026-03-06T18:43:00
cmp_0000579,con_0002627,ord_0029395,0.0,13.33,6.59,2026-03-14T22:03:00,2026-03-15T00:03:00
cmp_0000580,con_0002634,ord_0029559,7.66,0.0,0.0,2026-03-08T11:53:00,2026-03-08T13:53:00
cmp_0000581,con_0002638,ord_0029602,15.17,0.0,2.03,2026-03-07T19:57:00,2026-03-07T21:57:00
cmp_0000582,con_0002655,ord_0029838,7.56,0.0,0.0,2026-03-12T14:14:00,2026-03-12T16:14:00
cmp_0000583,con_0002659,ord_0029882,15.6,6.86,2.77,2026-03-07T18:36:00,2026-03-07T20:36:00
cmp_0000584,con_0002662,ord_0029901,0.0,3.41,0.0,2026-03-07T17:55:00,2026-03-07T19:55:00
cmp_0000585,con_0002664,ord_0029908,12.19,0.0,0.0,2026-03-15T12:54:00,2026-03-15T14:54:00
cmp_0000586,con_0002666,ord_0029923,0.0,5.76,0.0,2026-03-15T17:18:00,2026-03-15T19:18:00
cmp_0000587,con_0002667,ord_0029944,0.0,4.49,5.11,2026-03-07T19:30:00,2026-03-07T21:30:00
cmp_0000588,con_0002669,ord_0029948,6.75,0.0,0.0,2026-03-09T19:11:00,2026-03-09T21:11:00
cmp_0000589,con_0002671,ord_0029968,0.0,5.48,0.0,2026-03-12T15:47:00,2026-03-12T17:47:00
cmp_0000590,con_0002674,ord_0030010,0.0,6.52,6.12,2026-03-08T16:53:00,2026-03-08T18:53:00
cmp_0000591,con_0002676,ord_0030024,7.81,0.0,3.23,2026-03-13T10:34:00,2026-03-13T12:34:00
cmp_0000592,con_0002679,ord_0030076,0.0,5.4,3.11,2026-03-10T12:08:00,2026-03-10T14:08:00
cmp_0000593,con_0002680,ord_0030112,9.38,0.0,6.23,2026-03-13T08:51:00,2026-03-13T10:51:00
cmp_0000594,con_0002686,ord_0030180,0.0,11.87,0.0,2026-03-16T08:12:00,2026-03-16T10:12:00
cmp_0000595,con_0002694,ord_0030281,0.0,6.24,0.0,2026-03-08T21:32:00,2026-03-08T23:32:00
cmp_0000596,con_0002695,ord_0030281,7.28,0.0,0.0,2026-03-13T20:38:00,2026-03-13T22:38:00
cmp_0000597,con_0002697,ord_0030300,17.94,0.0,0.0,2026-03-10T18:52:00,2026-03-10T20:52:00
cmp_0000598,con_0002701,ord_0030313,0.0,4.41,0.0,2026-03-08T10:45:00,2026-03-08T12:45:00
cmp_0000599,con_0002707,ord_0030394,13.6,0.0,2.17,2026-03-08T15:45:00,2026-03-08T17:45:00
cmp_0000600,con_0002708,ord_0030403,0.0,6.66,8.51,2026-03-08T21:56:00,2026-03-08T23:56:00
cmp_0000601,con_0002718,ord_0030532,0.0,7.9,0.0,2026-03-08T16:56:00,2026-03-08T18:56:00
cmp_0000602,con_0002731,ord_0030649,0.0,8.86,0.0,2026-03-17T19:18:00,2026-03-17T21:18:00
cmp_0000603,con_0002738,ord_0030686,0.0,12.64,0.0,2026-03-09T22:22:00,2026-03-10T00:22:00
cmp_0000604,con_0002747,ord_0030770,0.0,11.23,8.16,2026-03-17T11:46:00,2026-03-17T13:46:00
cmp_0000605,con_0002756,ord_0030880,13.52,0.0,0.0,2026-03-17T17:48:00,2026-03-17T19:48:00
cmp_0000606,con_0002761,ord_0030943,0.0,6.84,2.54,2026-03-10T21:02:00,2026-03-10T23:02:00
cmp_0000607,con_0002768,ord_0031018,0.0,10.58,0.0,2026-03-18T18:42:00,2026-03-18T20:42:00
cmp_0000608,con_0002782,ord_0031148,0.0,11.21,0.0,2026-03-11T18:45:00,2026-03-11T20:45:00
cmp_0000609,con_0002786,ord_0031190,14.28,0.0,2.91,2026-03-11T16:31:00,2026-03-11T18:31:00
cmp_0000610,con_0002793,ord_0031233,0.0,5.64,0.0,2026-03-15T17:46:00,2026-03-15T19:46:00
cmp_0000611,con_0002798,ord_0031279,0.0,8.58,0.0,2026-03-18T18:28:00,2026-03-18T20:28:00
cmp_0000612,con_0002806,ord_0031307,0.0,7.92,0.0,2026-03-10T10:40:00,2026-03-10T12:40:00
cmp_0000613,con_0002811,ord_0031387,14.84,0.0,2.32,2026-03-12T17:56:00,2026-03-12T19:56:00
cmp_0000614,con_0002818,ord_0031523,0.0,10.76,8.81,2026-03-19T15:47:00,2026-03-19T17:47:00
cmp_0000615,con_0002828,ord_0031579,2.01,0.0,8.58,2026-03-13T13:56:00,2026-03-13T15:56:00
cmp_0000616,con_0002832,ord_0031627,0.0,7.84,0.0,2026-03-12T19:37:00,2026-03-12T21:37:00
cmp_0000617,con_0002837,ord_0031667,0.0,12.09,4.68,2026-03-12T20:16:00,2026-03-12T22:16:00
cmp_0000618,con_0002841,ord_0031706,9.14,0.0,3.65,2026-03-16T12:05:00,2026-03-16T14:05:00
cmp_0000619,con_0002845,ord_0031718,14.03,3.2,0.0,2026-03-16T14:07:00,2026-03-16T16:07:00
cmp_0000620,con_0002846,ord_0031736,15.12,0.0,0.0,2026-03-12T17:48:00,2026-03-12T19:48:00
cmp_0000621,con_0002854,ord_0031792,0.0,6.5,5.85,2026-03-16T14:57:00,2026-03-16T16:57:00
cmp_0000622,con_0002861,ord_0031923,13.42,0.0,7.44,2026-03-17T15:52:00,2026-03-17T17:52:00
cmp_0000623,con_0002869,ord_0032007,8.14,10.24,4.74,2026-03-12T22:52:00,2026-03-13T00:52:00
cmp_0000624,con_0002875,ord_0032077,0.0,3.12,7.41,2026-03-20T20:47:00,2026-03-20T22:47:00
cmp_0000625,con_0002876,ord_0032093,0.0,3.13,8.14,2026-03-13T10:09:00,2026-03-13T12:09:00
cmp_0000626,con_0002878,ord_0032117,0.0,13.61,2.62,2026-03-17T18:22:00,2026-03-17T20:22:00
cmp_0000627,con_0002881,ord_0032162,5.04,9.83,7.76,2026-03-17T11:47:00,2026-03-17T13:47:00
cmp_0000628,con_0002883,ord_0032191,0.0,11.51,8.66,2026-03-12T19:08:00,2026-03-12T21:08:00
cmp_0000629,con_0002886,ord_0032261,13.22,0.0,0.0,2026-03-20T13:19:00,2026-03-20T15:19:00
cmp_0000630,con_0002890,ord_0032286,12.42,11.31,0.0,2026-03-21T10:33:00,2026-03-21T12:33:00
cmp_0000631,con_0002893,ord_0032298,0.0,3.71,3.96,2026-03-14T21:26:00,2026-03-14T23:26:00
cmp_0000632,con_0002908,ord_0032463,9.01,0.0,2.91,2026-03-14T19:19:00,2026-03-14T21:19:00
cmp_0000633,con_0002911,ord_0032487,0.0,12.57,0.0,2026-03-15T15:01:00,2026-03-15T17:01:00
cmp_0000634,con_0002919,ord_0032582,0.0,4.9,0.0,2026-03-15T09:13:00,2026-03-15T11:13:00
cmp_0000635,con_0002921,ord_0032585,0.0,13.62,0.0,2026-03-21T21:38:00,2026-03-21T23:38:00
cmp_0000636,con_0002929,ord_0032703,0.0,13.18,0.0,2026-03-14T11:42:00,2026-03-14T13:42:00
cmp_0000637,con_0002930,ord_0032704,0.0,7.99,0.0,2026-03-15T12:47:00,2026-03-15T14:47:00
cmp_0000638,con_0002940,ord_0032842,0.0,11.21,0.0,2026-03-19T09:58:00,2026-03-19T11:58:00
cmp_0000639,con_0002941,ord_0032848,7.54,4.78,8.72,2026-03-16T10:03:00,2026-03-16T12:03:00
cmp_0000640,con_0002942,ord_0032878,7.59,0.0,7.11,2026-03-19T22:12:00,2026-03-20T00:12:00
cmp_0000641,con_0002947,ord_0032908,0.0,10.46,0.0,2026-03-19T14:22:00,2026-03-19T16:22:00
cmp_0000642,con_0002954,ord_0033000,0.0,11.98,7.59,2026-03-14T11:58:00,2026-03-14T13:58:00
cmp_0000643,con_0002965,ord_0033143,4.96,0.0,2.95,2026-03-19T10:51:00,2026-03-19T12:51:00
cmp_0000644,con_0002973,ord_0033258,12.5,0.0,4.83,2026-03-19T13:06:00,2026-03-19T15:06:00
cmp_0000645,con_0002976,ord_0033355,0.0,11.47,2.84,2026-03-20T13:02:00,2026-03-20T15:02:00
cmp_0000646,con_0002989,ord_0033564,7.77,0.0,0.0,2026-03-20T12:13:00,2026-03-20T14:13:00
cmp_0000647,con_0002995,ord_0033616,0.0,9.74,6.21,2026-03-16T22:19:00,2026-03-17T00:19:00
cmp_0000648,con_0002999,ord_0033649,0.0,11.98,2.39,2026-03-16T09:08:00,2026-03-16T11:08:00
cmp_0000649,con_0003003,ord_0033706,0.0,11.47,6.9,2026-03-16T09:14:00,2026-03-16T11:14:00
cmp_0000650,con_0003009,ord_0033766,0.0,11.07,0.0,2026-03-16T18:42:00,2026-03-16T20:42:00
cmp_0000651,con_0003014,ord_0033796,0.0,9.33,0.0,2026-03-17T09:51:00,2026-03-17T11:51:00
cmp_0000652,con_0003016,ord_0033804,0.0,4.31,0.0,2026-03-17T10:37:00,2026-03-17T12:37:00
cmp_0000653,con_0003023,ord_0033854,13.34,10.97,6.68,2026-03-15T20:39:00,2026-03-15T22:39:00
cmp_0000654,con_0003029,ord_0033904,0.0,11.4,0.0,2026-03-15T22:50:00,2026-03-16T00:50:00
cmp_0000655,con_0003035,ord_0033952,0.0,12.01,5.42,2026-03-21T11:12:00,2026-03-21T13:12:00
cmp_0000656,con_0003037,ord_0033969,11.17,11.99,2.81,2026-03-21T16:10:00,2026-03-21T18:10:00
cmp_0000657,con_0003048,ord_0034064,0.0,3.13,0.0,2026-03-21T11:47:00,2026-03-21T13:47:00
cmp_0000658,con_0003052,ord_0034092,0.0,3.29,0.0,2026-03-18T10:15:00,2026-03-18T12:15:00
cmp_0000659,con_0003059,ord_0034163,0.0,12.23,0.0,2026-03-24T11:07:00,2026-03-24T13:07:00
cmp_0000660,con_0003064,ord_0034248,0.0,5.12,5.63,2026-03-16T08:52:00,2026-03-16T10:52:00
cmp_0000661,con_0003065,ord_0034256,0.0,8.94,6.46,2026-03-18T13:17:00,2026-03-18T15:17:00
cmp_0000662,con_0003066,ord_0034313,4.78,0.0,5.85,2026-03-16T10:40:00,2026-03-16T12:40:00
cmp_0000663,con_0003075,ord_0034384,0.0,9.06,0.0,2026-03-22T21:52:00,2026-03-22T23:52:00
cmp_0000664,con_0003085,ord_0034431,8.6,0.0,8.19,2026-03-25T21:12:00,2026-03-25T23:12:00
cmp_0000665,con_0003086,ord_0034446,5.35,0.0,0.0,2026-03-19T15:47:00,2026-03-19T17:47:00
cmp_0000666,con_0003088,ord_0034462,0.0,11.86,7.55,2026-03-19T17:29:00,2026-03-19T19:29:00
cmp_0000667,con_0003099,ord_0034592,0.0,9.72,7.66,2026-03-25T14:47:00,2026-03-25T16:47:00
cmp_0000668,con_0003104,ord_0034628,0.0,12.84,0.0,2026-03-17T22:52:00,2026-03-18T00:52:00
cmp_0000669,con_0003107,ord_0034670,0.0,7.72,0.0,2026-03-17T10:59:00,2026-03-17T12:59:00
cmp_0000670,con_0003114,ord_0034812,10.85,9.85,7.59,2026-03-18T11:51:00,2026-03-18T13:51:00
cmp_0000671,con_0003117,ord_0034901,8.14,5.14,0.0,2026-03-26T12:24:00,2026-03-26T14:24:00
cmp_0000672,con_0003118,ord_0034926,0.0,5.6,8.27,2026-03-23T09:27:00,2026-03-23T11:27:00
cmp_0000673,con_0003130,ord_0035072,0.0,4.33,0.0,2026-03-18T11:55:00,2026-03-18T13:55:00
cmp_0000674,con_0003142,ord_0035267,0.0,8.67,0.0,2026-03-19T11:30:00,2026-03-19T13:30:00
cmp_0000675,con_0003144,ord_0035276,6.1,4.79,5.27,2026-03-21T13:52:00,2026-03-21T15:52:00
cmp_0000676,con_0003150,ord_0035330,5.19,7.53,0.0,2026-03-19T08:03:00,2026-03-19T10:03:00
cmp_0000677,con_0003154,ord_0035359,0.0,12.98,0.0,2026-03-27T11:41:00,2026-03-27T13:41:00
cmp_0000678,con_0003155,ord_0035383,0.0,13.8,5.39,2026-03-19T11:04:00,2026-03-19T13:04:00
cmp_0000679,con_0003157,ord_0035393,0.0,7.9,4.48,2026-03-21T22:37:00,2026-03-22T00:37:00
cmp_0000680,con_0003162,ord_0035419,0.0,3.12,3.1,2026-03-19T20:09:00,2026-03-19T22:09:00
cmp_0000681,con_0003167,ord_0035451,0.0,12.63,0.0,2026-03-24T13:23:00,2026-03-24T15:23:00
cmp_0000682,con_0003176,ord_0035547,0.0,13.25,0.0,2026-03-21T11:14:00,2026-03-21T13:14:00
cmp_0000683,con_0003182,ord_0035579,0.0,3.42,5.12,2026-03-24T22:51:00,2026-03-25T00:51:00
cmp_0000684,con_0003183,ord_0035584,0.0,7.17,0.0,2026-03-27T16:57:00,2026-03-27T18:57:00
cmp_0000685,con_0003188,ord_0035619,0.0,4.43,0.0,2026-03-20T16:29:00,2026-03-20T18:29:00
cmp_0000686,con_0003189,ord_0035622,15.67,0.0,6.74,2026-03-24T13:40:00,2026-03-24T15:40:00
cmp_0000687,con_0003193,ord_0035672,0.0,12.88,0.0,2026-03-21T13:00:00,2026-03-21T15:00:00
cmp_0000688,con_0003195,ord_0035700,4.91,0.0,0.0,2026-03-22T16:22:00,2026-03-22T18:22:00
cmp_0000689,con_0003206,ord_0035800,13.97,6.93,4.72,2026-03-22T09:15:00,2026-03-22T11:15:00
cmp_0000690,con_0003209,ord_0035841,6.72,0.0,0.0,2026-03-28T19:32:00,2026-03-28T21:32:00
cmp_0000691,con_0003215,ord_0035937,0.0,10.74,0.0,2026-03-25T12:20:00,2026-03-25T14:20:00
cmp_0000692,con_0003217,ord_0035964,5.55,0.0,3.22,2026-03-21T15:05:00,2026-03-21T17:05:00
cmp_0000693,con_0003218,ord_0035968,0.0,4.84,4.65,2026-03-20T16:28:00,2026-03-20T18:28:00
cmp_0000694,con_0003221,ord_0036030,0.0,11.23,8.61,2026-03-22T21:45:00,2026-03-22T23:45:00
cmp_0000695,con_0003223,ord_0036104,0.0,7.69,0.0,2026-03-25T14:37:00,2026-03-25T16:37:00
cmp_0000696,con_0003227,ord_0036120,9.08,13.98,6.82,2026-03-25T20:34:00,2026-03-25T22:34:00
cmp_0000697,con_0003231,ord_0036142,0.0,8.58,0.0,2026-03-21T19:01:00,2026-03-21T21:01:00
cmp_0000698,con_0003236,ord_0036176,0.0,9.5,3.16,2026-03-22T21:58:00,2026-03-22T23:58:00
cmp_0000699,con_0003237,ord_0036199,0.0,12.16,0.0,2026-03-28T15:38:00,2026-03-28T17:38:00
cmp_0000700,con_0003248,ord_0036274,10.66,10.35,0.0,2026-03-29T09:00:00,2026-03-29T11:00:00
cmp_0000701,con_0003250,ord_0036317,0.0,8.73,6.17,2026-03-29T22:47:00,2026-03-30T00:47:00
cmp_0000702,con_0003255,ord_0036345,15.67,9.71,4.6,2026-03-22T13:33:00,2026-03-22T15:33:00
cmp_0000703,con_0003256,ord_0036354,0.0,12.58,8.64,2026-03-22T19:53:00,2026-03-22T21:53:00
cmp_0000704,con_0003257,ord_0036389,16.74,11.48,6.17,2026-03-23T12:46:00,2026-03-23T14:46:00
cmp_0000705,con_0003266,ord_0036526,0.0,3.99,0.0,2026-03-21T09:39:00,2026-03-21T11:39:00
cmp_0000706,con_0003267,ord_0036529,9.69,0.0,6.18,2026-03-29T22:49:00,2026-03-30T00:49:00
cmp_0000707,con_0003268,ord_0036547,15.65,3.62,0.0,2026-03-23T22:37:00,2026-03-24T00:37:00
